comp 0,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,cluster
1.1071476274710328,-2.192715377343156,1.0981423555037897,2.0341422784077383,1.0665348245174293,5.72537018554313,-0.27205753732744065,0.10948652224229302,-0.31709944582508653,-0.0612391340886998,0.044186701304630836,-0.08949832162890677,0.05674069389826952,0.006579702915612446,-1.1048138255109196e-16,0
-0.7848429244605518,0.765890101352053,2.0688957180643075,-0.3558704423278488,-0.2850330237519587,-0.18404491583995802,0.0704998269338272,-0.2312464393230586,-0.03830968099516183,-0.08282999551726981,-0.2396185951688134,0.04360658041376179,-0.06930641792430993,-0.0031052211101654935,-2.9506142107218035e-16,1
-0.03697614411210186,0.9148041791176332,-1.50776400527507,0.6172049132686772,0.40169630951428714,1.4715339498681057,-0.17430072442948794,0.1594534816093479,0.23904294434510806,-0.07758216070423417,0.20584361290643793,-0.01319460390690851,0.015591640227693885,0.0022689550478281885,2.243777762800376e-16,2
-0.039170351946894846,-0.10972496327010281,-2.320754627999489,-0.03631781219578715,-0.1780676039690104,-0.3346682017969697,-0.024809955134328154,0.16259260750976895,-0.25488660535804286,-0.09691474891326125,0.11623595822905838,0.04090577120204403,0.05549806979968974,-0.004336919877503357,3.550934037651092e-16,3
-0.38215003756705734,0.04773440611068946,1.964891441220603,-0.39197413354831223,-0.5367835877260508,-0.25711078624555667,0.22676056848973167,-0.577867152189312,-0.47708855435822894,0.08101674469631541,-0.34371725295216543,0.06537225556706427,-0.10722799586095165,-0.006781036594041432,-3.957000187333009e-16,4
-0.4969769516971662,1.6139376081568078,-0.806702972756811,0.0457193871275004,-0.04172834937726907,-0.3961238092601149,0.32154423497668533,0.13587840089646794,-0.1456784980324677,-0.10835337974245624,-0.16235515040356763,0.03536967234454483,-0.06681225895822283,-0.0007747600731878792,-4.167589448832764e-17,5
-1.2583449681751926,4.1795231256102445,3.7701230201312006,-0.29660266045022293,1.952463147034376,-1.2205989723876363,-1.2783640534451064,-0.6078244277913604,-0.6617523944504589,0.2676271591662575,-0.12389728560401395,-0.35330322862327573,-0.05335628153543843,-0.008716210506090352,-6.311720785208693e-16,6
0.548396931755135,1.1417210343091277,-1.2964679054380317,0.36072146077037054,2.086667854995048,-1.3315814188485806,-0.5167604548084385,-0.21387251262118934,-0.6734570593858986,0.32196386258091697,0.17893090992944696,-0.42569109605217004,0.07099784149688965,-0.018285965530825135,1.2057890630279327e-17,7
0.0883728727125574,-2.5811081388195136,0.25989484067403057,-0.44749407843861844,-0.4669617883996854,0.0008308426349286768,-0.2512814724591698,-0.14077931018738737,0.07424316600726635,-0.07564429138732166,0.32323738275402303,0.007124309127404877,0.004872515851612503,-0.010248883697273434,2.2146927602990128e-16,8
-0.5591494489919432,0.26900101546463445,-1.4886100052373834,-0.10258686764083351,-0.036256548110402596,-0.12453973767038401,-0.37394335843983406,0.5472632439494844,-0.05850827450694866,-0.2400970761043239,0.2986393676679117,0.025321121646770355,-0.054357200731214333,0.0012615128805294469,3.202884448744912e-16,9
