comp 0,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14
1.6357953845943285,-2.7091622142694285,1.4315603589594592,2.719393549940497,1.4300893703613096,5.81032808617077,0.23563333032790568,-0.5984385059315658,-0.4557468588738872,0.02870781909727811,0.6790202513565909,-0.19523949781765304,0.04436435481475123,-0.08631125652216813,0.007086763222174838
-0.24732420374123365,2.1499372611895553,-0.7849464605540759,-0.05737928652177421,-0.37175225907247683,-0.29800631307229203,1.6787984618512233,1.1648992560266718,-1.2915987383464922,0.6863766461840553,-0.08484805105465804,-0.07189992143305787,0.08086842151479622,0.029256625251146494,-0.007725326419492969
0.17609214863887268,0.5127711801515142,-0.26780432476448013,0.6241742138616183,-0.03747479821794231,1.470735273970514,-0.36389403961670774,0.28717818506950804,0.13219257417303196,0.16380777146344,0.11123283229352099,0.1497313317705596,-0.5033789860603215,0.0037112000111649383,0.0020860898389839042
-1.3558506070474388,0.974795943719882,-1.6898267493252996,-0.6822990988322637,-0.10794090840379535,0.0907403059239913,-0.7941340007325026,-0.15602172328961694,-0.7982337045290372,-0.435888089389697,-0.17320593663910225,0.13036739125872882,0.0559634277272229,-0.07620590110266817,-0.009577255953090209
1.5223152827104878,-1.838999281281985,0.5319916817046311,0.9954089221517555,1.0885958027581926,0.154966208978789,1.264411572410445,-1.8270292914657242,-0.3546449831326352,-0.11584452602995841,-3.0836475951687086,-0.08956027649087381,0.1807606037041794,0.007005285361939316,0.05165628515578349
0.8208849425433298,2.6427278446101106,-1.9617876719528375,0.3213744547066163,0.14261923135417193,-0.43730214704437254,-0.11132298267661977,-0.8262558497597301,0.4095800617175386,-0.6868014637427144,-0.45246324768736274,-0.12034719280767595,0.5943930918007283,-0.0776807892060322,0.007770908427311381
-4.037169636313134,1.8538091185431567,4.65847551519608,2.1817115089106154,3.989354514792441,-0.1229353747736992,1.2679043463153614,-0.2567004064832357,-1.0864985377432654,-0.25126139376142004,-1.581154959982291,-0.8086697719448255,-0.13576030008728268,0.20884866424853532,0.054123855268926414
0.12120030864175663,-10.358129366291644,-9.947171445368644,8.701636618524088,3.436868919527571,4.82048139114745,-9.955336790188385,3.5877947707937357,-1.8482888536417574,0.2762303615705245,1.207494342574608,0.2773624072133445,0.20926832081324584,-0.018253560992531302,-8.138900152869086e-05
1.5761322879896007,-3.6974934548582574,0.8451054711771461,-0.3119846828150926,-0.6361093019243399,-0.17976023676936723,-0.07103924280778537,-0.4893211557585186,-0.18013539082145938,-0.23570466759548542,0.36471748849029956,-0.10058757412448036,0.3192437134330405,-0.09602130721120754,0.004332302054963869
0.07393125551565771,-0.06140013162031627,-1.6412835535081602,0.49526100624394315,-0.08889109168248888,-0.17775231209377249,0.7167394639970365,0.7781171109035039,-0.922329379785291,0.5934065564377564,1.0346358888575502,0.02381752140827181,-0.28813715726047573,-0.06636693495704855,-0.0031610195871426055
-5.7949055082286804,3.099175021063259,1.1575422283829977,1.4789841260915497,2.342030591999673,2.4206354233100074,0.3032478894999746,0.5957809274336763,-0.6095501297899505,-0.722156296967488,0.23409306012771133,0.025433978137386973,-0.27906537524936637,0.058269491812157626,0.000984084157492923
5.91532791258145,-3.6161398723428757,0.3780188990613982,5.072759393251577,13.30677343482487,-11.324270285486206,-2.593605208113487,-1.9082794932398166,-0.3363785005530166,-1.1291834146996147,0.27915723960658,4.148843283885221,0.5086119074346314,0.1343429070520432,-0.017265321452273833
-8.537461357760414,-5.029213668719332,-5.866803778964996,1.4379749798897108,-1.953624691350437,-10.17649846491376,-2.3745915031353078,-3.120603442864508,0.4969533806396299,3.6259917209034986,-0.9074119939785271,-3.9876901983079835,-0.3428416344082379,0.07680806756163877,0.00019160359461410585
-6.930836755437638,5.4264719828702175,1.8624564648986361,1.4981847308938996,1.743900680729479,0.6309288980661367,2.319463057356683,0.857719812718014,0.0637134197386321,-0.35931516139224284,-1.6718029220889852,-0.1402749910619007,0.11399334110526346,-0.35889569329591664,-0.0022848313013624187
4.94450595090328,-3.413984792602858,-0.9157229224842263,1.811485924501848,1.1355705259296374,-0.7250679120029617,5.968883832854582,2.306853075125084,1.7032409367585974,0.7804436324181074,0.12492627529476166,-0.49358902919942993,0.5155138756031359,-0.03858790264313971,-0.010839956513504532
31.585665136856193,1.60792804461202,1.23389996135775,1.1973646312927193,2.680635502860345,-7.323913455520869,1.68230446571977,2.1763591406423166,-0.559597577570585,-3.102769692151188,0.5569745938019228,1.92981551590333,-0.0055611086102242795,-0.1118125694052581,0.01702477867379889
-2.863789211267262,-5.4238030098167656,0.4911195157222638,-8.240655923548502,2.6096891924369268,0.9078255799837153,-0.7396959297374858,-1.1643703272162609,-6.299887798148594,-5.458200430104915,0.5122286469051676,-0.7977694280702412,-0.07299256562492035,-0.05617607114140241,-0.018182071229637702
0.4033526530888042,-7.025311561934859,-2.06690143204133,-10.987968889178616,7.2657393632060465,2.543316674074453,0.7462749611418029,0.2595438868744351,0.35353950860827854,1.3734747209569198,-0.20516310509457703,0.41789395196037377,0.2721569434163569,0.03473028790363014,0.05143854604113729
1.1151047062733257,-1.8884091530612706,2.2066996499600666,-0.0751666848615467,-0.454100550869275,0.8125696640065049,0.05804379819404051,1.2098592404698558,0.8580061055866702,-0.07304402908441365,-0.0820225803962743,-0.2873649569732849,0.4874153674631073,0.05887062281599667,0.005636078438887258
-10.71723145454349,-8.244994742988606,-5.120805210262129,15.188505975552193,-17.89624260472913,-1.3927314489560674,1.5209157695328273,-4.793596530051946,1.2182872621244607,-0.8767958389486323,-0.02651285116072432,1.1322440229616426,0.1134738424171215,0.005559541132379066,-0.00010978442697691039
