procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 254148 117768  56976 1336592    0    0     0     0  742  317  0  4 96  0  0
 0  0 254148 117768  56976 1336596    0    0     0     0 1114  320  1  6 93  0  0
 1  0 254148 117768  56984 1336588    0    0     0    24 1174 4527  7  9 81  3  0
 0  0 254148 117768  56984 1336600    0    0     0     0 1012  265  0  6 94  0  0
 0  0 254148 117768  56984 1336604    0    0     0     0  947  261  1  6 93  0  0
 0  0 254148 117768  56984 1336608    0    0     0     0 1128  300  1  6 93  0  0
 0  0 254148 117768  56984 1336608    0    0     0     0 1122  268  0  7 93  0  0
 0  0 254148 117768  56984 1336616    0    0     0   156 1008 4528  8 13 79  0  0
 1  0 254148 117768  56988 1336620    0    0     0    24  891  271  0  6 88  6  0
 0  0 254148 117768  56988 1336620    0    0     0     0 1109  289  0  8 92  0  0
 0  0 254148 117768  56988 1336624    0    0     0     0  893  258  1  5 94  0  0
 0  0 254148 117768  56988 1336632    0    0     0     0  835  282  0  6 94  0  0
 0  0 254148 117768  56988 1336636    0    0     0   108 1181 4467  7 11 82  0  0
 0  0 254148 117768  56992 1336640    0    0     0    32 1344  341  1  6 89  4  0
 0  0 254148 117768  56992 1336640    0    0     0     0  905  340  1  6 93  0  0
 0  0 254148 117768  56992 1336644    0    0     0     0  871  341  0  8 92  0  0
 0  0 254148 117768  56992 1336648    0    0     0     0 1147  320  0  7 93  0  0
 0  0 254148 117768  56992 1336652    0    0     0     8 1072 4514  8  9 83  0  0
 1  0 254148 117768  57000 1336652    0    0     0    32  824  294  1  5 86  8  0
 0  0 254148 117768  57000 1336660    0    0     0     0  871  323  0  4 96  0  0
 0  0 254148 117768  57000 1336664    0    0     0     0  887  330  1  5 94  0  0
 0  0 254148 117768  57000 1336664    0    0     0     0  962  279  0  8 92  0  0
 0  0 254148 117768  57000 1336668    0    0     0     0 1284 4483  5 11 84  0  0
 0  0 254148 117768  57008 1336672    0    0     0    44 1076  294  1  7 89  3  0
 0  0 254148 117768  57008 1336676    0    0     0     0 1371  259  1  8 91  0  0
 0  0 254148 117768  57008 1336680    0    0     0     0 1089  308  1  6 93  0  0
 0  0 254148 117768  57008 1336680    0    0     0     0 1309  283  0  9 91  0  0
 0  0 254148 117768  57008 1336684    0    0     0     0 1372 4503  9 12 78  0  0
 1  0 254148 117768  57016 1336688    0    0     0    24 1097  266  1  5 93  1  0
 0  0 254148 117768  57016 1336692    0    0     0     0 1374  274  0  9 91  0  0
 0  0 254148 117768  57016 1336696    0    0     0     0  909  260  0  8 92  0  0
 0  0 254148 117768  57016 1336700    0    0     0     0 1176  273  1  6 93  0  0
 0  0 254148 117768  57016 1336700    0    0     0     0  983 4487  6  9 85  0  0
 0  0 254148 117768  57024 1336704    0    0     0    24 1057  297  1  6 90  3  0
 0  0 254148 117768  57024 1336708    0    0     0     0 1315  294  0  7 93  0  0
 0  0 254148 117768  57024 1336708    0    0     0     0 1072  304  1  6 93  0  0
 0  0 254148 117768  57024 1336720    0    0     0     0  830  321  0  7 93  0  0
 0  0 254148 117768  57024 1336724    0    0     0     0 1368 4587  8  9 82  0  0
 1  0 254148 117768  57032 1336716    0    0     0   176 1364  340  0  9 91  0  0
 0  0 254148 117768  57032 1336728    0    0     0     0 1028  312  2  5 93  0  0
 0  0 254148 117768  57032 1336732    0    0     0     0 1059  284  1  6 93  0  0
 1  0 254148 117768  57032 1336736    0    0     0     0 1064  297  0  8 92  0  0
 2  0 254148 117512  57032 1336736    0    0     0     0  801 4505  7  6 87  0  0
 0  0 254148 117768  57036 1336744    0    0     0   132 1036  364  0  8 87  5  0
 0  0 254148 117768  57036 1336744    0    0     0     0  947  311  1  5 94  0  0
 1  0 254148 117768  57036 1336748    0    0     0     0 1021  302  0  6 94  0  0
 1  0 254148 117320  57036 1336748    0    0     0     0 1152  299  1  7 92  0  0
 1  0 254148 117576  57036 1336756    0    0     0     0 1258 4546  7 12 81  0  0
 2  0 254148 117768  57044 1336760    0    0     0    40  784  267  1  5 90  4  0
 0  0 254148 117768  57044 1336764    0    0     0     0 1063  277  0  7 93  0  0
 0  0 254148 117768  57044 1336764    0    0     0     0 1197  312  0  8 92  0  0
 2  0 254148 117640  57044 1336768    0    0     0     0 1126  300  1  8 91  0  0
 0  0 254148 117768  57044 1336772    0    0     0     0 1041 4489  9  6 85  0  0
 0  0 254148 117768  57052 1336776    0    0     0    64 1345  317  0  9 91  0  0
 1  0 254148 117768  57052 1336776    0    0     0     0 1315  297  0  7 93  0  0
 0  0 254148 117768  57052 1336784    0    0     0     0  989  267  0  7 93  0  0
 0  0 254148 117768  57052 1336784    0    0     0     0  789  262  0  4 96  0  0
 0  0 254148 117768  57052 1336788    0    0     0     0  947 4506 10  8 81  0  0
 0  0 254148 117768  57060 1336780    0    0     0    24 1152  300  1  5 90  4  0
 0  0 254148 117768  57060 1336800    0    0     0     0 1244  285  0  8 92  0  0
 3  0 254148 117768  57060 1336804    0    0     0     0  977  256  1  7 92  0  0
 1  0 254148 117704  57060 1336808    0    0     0     0  988  282  0  5 95  0  0
 1  0 254148 117768  57060 1336808    0    0     0     0  969 4503  6 10 84  0  0
 1  0 254148 117000  57064 1336812    0    0     0   264 1160  336  1  7 88  4  0
 0  0 254148 117768  57064 1336816    0    0     0     0  851  281  1  6 93  0  0
 1  0 254148 117768  57064 1336820    0    0     0     0  839  285  0  5 95  0  0
 3  0 254148 117640  57064 1336820    0    0     0     0 1182  302  0  7 93  0  0
 2  0 254148 117768  57064 1336828    0    0     0     0  889 4543 10  7 83  0  0
 1  0 254148 117064  57068 1336828    0    0     0    36  985  309  1  5 88  6  0
 0  0 254148 117704  57068 1336832    0    0     0     0 1171  409  0  5 95  0  0
 3  0 254148 117320  57068 1336832    0    0     0     0 1192  280  1  7 92  0  0
 3  0 254148 117320  57068 1336840    0    0     0     0 1221  270  0  8 92  0  0
 0  0 254148 117768  57068 1336844    0    0     0     0  976 4481  7 10 83  0  0
 0  0 254148 117768  57076 1336844    0    0     0    24  924  291  1  7 88  4  0
 2  0 254148 117384  57076 1336848    0    0     0     0 1154  293  0  7 93  0  0
 1  0 254148 117768  57076 1336852    0    0     0     0 1224  283  2  7 91  0  0
 0  0 254148 117768  57076 1336856    0    0     0     0  878  256  0  8 91  1  0
 0  0 254148 117768  57076 1336860    0    0     0     0 1123 4529  8 10 81  0  0
 0  0 254148 117768  57080 1336856    0    0     0    24 1031  276  1  4 92  3  0
 0  0 254148 117768  57080 1336864    0    0     0     0  994  279  0  5 95  0  0
 1  0 254148 117640  57080 1336868    0    0     0     0 1107  308  1  7 92  0  0
 0  0 254148 117768  57080 1336872    0    0     0     0  971  279  0  5 95  0  0
 0  0 254148 117768  57080 1336872    0    0     0     0  962 4501  6  9 85  0  0
 0  0 254148 117768  57088 1336880    0    0     0    24 1338  328  1  6 90  3  0
 0  0 254148 117768  57088 1336884    0    0     0     0 1070  276  0  6 94  0  0
 0  0 254148 117768  57088 1336884    0    0     0     0  987  276  0  6 94  0  0
 0  0 254148 117768  57088 1336892    0    0     0     0  950  307  0  5 95  0  0
 0  0 254148 117768  57088 1336892    0    0     0     0 1115 4536  9  8 83  0  0
 0  0 254148 117768  57092 1336900    0    0     0    16  921  286  0  4 92  4  0
 1  1 254148 108160  57116 1345812    0    0    36  3216 1217 8022 49 19 27  5  0
 0  1 254148 104372  57116 1348460    4    0     4  8224 1656 7615 71 20  0  9  0
 0  0 254148 104372  57120 1348460    0    0     0    32  930  295  0  4 88  8  0
 1  0 254148 104372  57120 1348464    0    0     0     0 1094 4548  8  7 85  0  0
 1  0 254148 104372  57120 1348468    0    0     0     0 1167  364  0  8 92  0  0
 0  0 254148 104372  57120 1348468    0    0     0   112  113  104  0  0 100  0  0
 0  0 254148 104372  57120 1348468    0    0     0     0   48   46  0  0 100  0  0
 0  0 254148 104372  57120 1348468    0    0     0     0   70  214  3  0 97  0  0
 2  0 254148  83932  57128 1350692   36    0   744    44  493 6801 25 13 49 14  0
