procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 265984 474320  40548 962836    0    0     0     0 6225  471  1 34 65  0  0
 0  0 265984 474320  40548 962840    0    0     0     0 6573  466  1 31 68  0  0
 0  0 265984 474320  40548 962844    0    0     0     0 5144  393  1 26 73  0  0
 0  0 265984 474320  40548 962848    0    0     0     0 5857  452  2 32 66  0  0
 0  0 265984 474312  40556 962852    0    0     0    16 6070  461  2 34 64  0  0
 0  0 265984 474320  40556 962856    0    0     0     0 4960  888  8 29 63  0  0
 0  0 265984 474312  40556 962860    0    0     0     0 6478  560  2 32 66  0  0
 0  0 265984 474312  40556 962864    4    0     4     0 5555  985  7 30 58  5  0
 0  0 265984 474312  40556 962864    0    0     0   124 6284  597  4 33 63  0  0
 0  0 265984 474320  40564 962868    0    0     0    32 5632  644  6 36 57  0  0
 0  0 265984 474320  40564 962872    0    0     0     0 7228  637  2 36 62  0  0
 0  0 265984 474320  40564 962876    0    0     0     0 5696  611  1 28 71  0  0
 0  0 265984 474320  40564 962880    0    0     0     0 5823  531  2 32 66  0  0
 0  0 265984 474320  40564 962884    0    0     0    44 5618  544  1 27 72  0  0
 0  0 265984 474320  40564 962888    0    0     0    16 5461  569  2 31 66  1  0
 0  0 265984 474320  40564 962892    0    0     0     0 5723  583  1 35 64  0  0
 0  0 265984 474320  40564 962896    0    0     0     0 5284  506  1 30 69  0  0
 0  0 265984 474320  40564 962896    0    0     0     0 5662  576  1 31 68  0  0
 0  0 265984 474320  40564 962900    0    0     0   788 5744  611  0 30 69  1  0
 0  0 265984 474060  40568 962908    0    0     0    32 5832  594  2 33 59  5  0
 0  0 265984 474068  40568 962912    0    0     0     0 5817  557  3 28 69  0  0
 0  0 265984 474068  40568 962916    0    0     0     0 5235  537  1 28 71  0  0
 0  0 265984 474068  40568 962920    0    0     0     0 6427  613  3 35 62  0  0
 0  0 265984 474068  40568 962924    0    0     0     0 6202  577  2 31 67  0  0
 0  0 265984 474060  40576 962928    0    0     0    16 5783  546  4 28 66  2  0
 0  0 265984 474068  40576 962932    0    0     0     0 4922  504  2 27 71  0  0
 0  0 265984 474060  40576 962936    0    0     0     0 5648  530  2 32 66  0  0
 0  0 265984 474068  40576 962936    0    0     0     0 6067  557  2 30 68  0  0
 0  0 265984 474068  40576 962940    0    0     0     0 5983  520  1 31 68  0  0
 0  0 265984 474068  40584 962944    0    0     0    16 5510  564  1 32 67  0  0
 0  0 265984 474068  40584 962952    0    0     0     0 5847  499  2 27 71  0  0
 0  0 265984 474068  40584 962956    0    0     0     0 6962  595  4 36 60  0  0
 0  0 265984 474068  40584 962960    0    0     0     0 5909  452  0 31 69  0  0
 0  0 265984 474068  40584 962964    0    0     0     0 6042  478  2 32 66  0  0
 1  0 265984 474036  40592 962968    0    0     0    16 5891  491  2 35 63  0  0
 0  0 265984 474068  40592 962972    0    0     0     0 5566  470  2 30 68  0  0
 0  0 265984 474068  40592 962976    0    0     0     0 6510  511  2 33 65  0  0
 0  0 265984 474060  40592 962976    0    0     0     0 5929  495  2 32 66  0  0
 0  0 265984 474060  40592 962980    0    0     0     0 5055  387  2 28 70  0  0
 0  0 265984 474068  40600 962984    0    0     0   152 6199  514  0 31 69  0  0
 0  0 265984 474060  40600 962988    0    0     0     0 5957  474  2 31 67  0  0
 0  0 265984 474068  40600 962992    0    0     0     0 5942  463  3 27 70  0  0
 0  0 265984 474060  40600 962996    0    0     0     0 6200  496  6 34 60  0  0
 0  0 265984 474068  40600 963000    0    0     0     0 6451  539  1 34 65  0  0
 0  0 265984 474068  40608 963004    0    0     0    16 6150  419  1 30 69  0  0
 0  0 265984 474060  40608 963008    0    0     0     0 6149  494  1 32 67  0  0
 0  0 265984 474060  40608 963012    0    0     0     0 5289  489  2 37 61  0  0
 0  0 265984 474068  40608 963012    0    0     0     0 6009  457  0 30 70  0  0
 0  0 265984 474036  40608 963016    0    0     0     0 5749  467  2 32 66  0  0
 0  0 265984 474060  40616 963020    0    0     0    40 5707  453  1 28 71  0  0
 0  0 265984 474060  40616 963024    0    0     0     0 5515  408  1 30 69  0  0
 0  0 265984 474068  40616 963028    0    0     0     0 7138  561  3 35 62  0  0
 0  0 265984 474060  40616 963032    0    0     0     0 6300  468  1 30 69  0  0
 0  0 265984 474060  40616 963036    0    0     0     0 5424  473  2 30 68  0  0
 0  0 265984 474068  40620 963040    0    0     0    16 6323  461  3 30 67  0  0
 0  0 265984 474052  40620 963044    0    0     0     0 5688  436  1 30 68  0  0
 0  0 265984 474060  40620 963044    0    0     0     0 4611  404  2 27 71  0  0
 0  0 265984 474060  40620 963048    0    0     0     0 6342  488  1 32 67  0  0
 0  0 265984 474068  40620 963052    0    0     0     0 5533  448  1 31 68  0  0
 0  0 265984 474060  40624 963056    0    0     0    16 6006  467  2 29 68  0  0
 0  0 265984 474060  40624 963060    0    0     0     0 5778  417  0 27 73  0  0
 0  0 265984 474060  40624 963064    0    0     0     0 7348  521  3 38 59  0  0
 0  0 265984 474060  40624 963072    0    0     0     0 5834  397  1 25 74  0  0
 0  0 265984 474060  40624 963076    0    0     0     0 6858  488  1 32 67  0  0
 0  0 265984 474060  40628 963080    0    0     0    16 5141  443  2 28 68  1  0
 0  0 265984 474060  40628 963084    0    0     0     0 6266  485  1 32 67  0  0
 0  0 265984 474020  40628 963084    0    0     0     0 6871  469  2 31 67  0  0
 0  0 265984 474060  40628 963088    0    0     0     0 5746  468  1 31 68  0  0
 0  0 265984 474068  40628 963092    0    0     0     0 4896  426  2 26 72  0  0
 0  0 265984 474068  40636 963096    0    0     0   132 6078  544  1 36 63  0  0
 0  0 265984 474060  40636 963100    0    0     0     0 6393  501  1 33 66  0  0
 0  0 265984 474060  40636 963104    0    0     0     0 5602  575  0 30 70  0  0
 0  0 265984 474068  40636 963108    0    0     0     0 6888  625  1 36 63  0  0
 0  0 265984 474068  40636 963112    0    0     0     0 6125  582  2 33 64  0  0
 0  0 265984 474068  40644 963116    0    0     0    32 6032  614  3 37 60  0  0
 0  0 265984 474068  40644 963120    0    0     0     0 6430  600  4 32 64  0  0
 0  0 265984 474060  40644 963120    0    0     0     0 6782  572  1 38 61  0  0
 0  0 265984 474068  40644 963124    0    0     0     0 5662  537  2 30 67  1  0
 0  0 265984 474068  40644 963128    0    0     0     0 6534  572  3 34 63  0  0
 0  0 265984 474068  40652 963132    0    0     0    16 5940  548  1 36 63  0  0
 0  0 265984 474068  40652 963136    0    0     0    12 6893  613  1 38 61  0  0
 0  0 265984 474068  40652 963144    0    0     0     0 5682  494  1 28 71  0  0
 0  0 265984 474068  40652 963148    0    0     0     0 5982  592  2 38 60  0  0
 0  0 265984 474060  40652 963152    0    0     0     0 5509  527  1 33 66  0  0
 0  0 265984 474068  40656 963156    0    0     0    16 6290  532  1 35 64  0  0
 0  0 265984 474068  40656 963156    0    0     0     0 5574  546  1 36 63  0  0
 0  0 265984 474052  40656 963160    0    0     0     0 6360  562  4 31 65  0  0
 0  0 265984 474068  40656 963164    0    0     0     0 6644  568  0 37 63  0  0
 0  0 265984 474068  40656 963168    0    0     0     0 6421  568  2 35 63  0  0
 0  0 265984 474068  40664 963172    0    0     0    16 6227  603  2 34 63  1  0
 0  0 265984 474036  40664 963176    0    0     0     0 7381  550  2 37 61  0  0
 0  0 265984 474068  40664 963180    0    0     0     0 5514  545  1 37 62  0  0
 0  0 265984 474068  40664 963184    0    0     0     0 6419  511  0 34 66  0  0
 0  0 265984 474068  40664 963188    0    0     0     0 5872  493  1 31 68  0  0
 0  0 265984 474068  40664 963192    0    0     0     0 5705  466  3 32 65  0  0
 0  0 265984 474068  40672 963192    0    0     0    16 5453  477  0 31 59  9  0
 0  0 265984 474068  40672 963196    0    0     0     0 5495  469  2 27 71  0  0
 0  0 265984 474068  40672 963200    0    0     0     0 6330  522  4 34 62  0  0
 0  0 265984 474052  40672 963204    0    0     0     0 5483  447  3 31 66  0  0
 0  0 265984 474068  40672 963208    0    0     0     0 6520  488  1 34 65  0  0
 0  0 265984 474068  40680 963212    0    0     0   128 5680  466  2 32 66  0  0
 0  0 265984 474060  40680 963216    0    0     0     0 5801  462  1 31 68  0  0
 0  0 265984 474068  40680 963220    0    0     0     0 5302  403  0 28 72  0  0
 0  0 265984 474068  40680 963224    0    0     0     0 4633  435  2 28 70  0  0
 0  0 265984 474060  40680 963224    0    0     0     0 4696  406  2 27 70  0  0
 0  0 265984 474028  40688 963228    0    0     0    36 6513  478  0 36 64  0  0
 0  0 265984 474068  40688 963236    0    0     0     0 6110  496  1 33 66  0  0
 0  0 265984 474068  40688 963240    0    0     0     0 4823  378  1 27 72  0  0
 0  0 265984 474060  40688 963244    0    0     0     0 6162  465  6 28 65  0  0
 0  0 265984 474060  40688 963248    0    0     0     0 5676  385  1 28 71  0  0
 0  0 265984 474068  40696 963252    0    0     0    24 5834  473  1 31 68  0  0
 0  0 265984 474068  40696 963256    0    0     0     0 6131  508  1 32 67  0  0
 0  0 265984 474060  40696 963260    0    0     0     0 5519  406  1 26 73  0  0
 0  0 265984 474060  40696 963264    0    0     0     0 5716  431  1 28 71  0  0
 0  0 265984 474060  40696 963264    0    0     0     0 5714  458  4 28 68  0  0
 0  0 265984 474060  40704 963268    0    0     0    36 5384  419  1 26 73  0  0
 0  0 265984 474060  40704 963272    0    0     0     0 5606  442  1 33 66  0  0
 0  0 265984 474060  40704 963276    0    0     0     0 7767  540  2 37 61  0  0
 0  0 265984 474060  40704 963280    0    0     0     0 5325  385  1 25 74  0  0
 0  0 265984 474060  40704 963284    0    0     0     0 6172  472  4 27 68  0  0
 0  0 265984 474068  40712 963288    0    0     0    16 4997  366  0 25 74  1  0
 0  0 265984 474060  40712 963292    0    0     0     0 6349  460  2 33 65  0  0
 0  0 265984 474060  40712 963296    0    0     0     0 4737  376  1 26 73  0  0
 0  0 265984 474060  40712 963300    0    0     0     0 6166  441  1 29 70  0  0
 0  0 265984 474060  40712 963300    0    0     0     0 5679  434  2 31 67  0  0
 0  0 265984 474068  40720 963304    0    0     0    16 5239  424  2 28 69  1  0
 0  0 265984 474060  40720 963308    0    0     0     0 5837  426  0 31 69  0  0
 0  0 265984 474068  40720 963312    0    0     0     0 6614  486  1 35 64  0  0
 0  0 265984 474068  40720 963316    0    0     0     0 6054  449  2 33 65  0  0
 0  0 265984 474068  40720 963320    0    0     0     0 6209  511  0 33 67  0  0
 0  0 265984 474068  40728 963324    0    0     0    16 6085  565  7 32 60  0  0
 0  0 265984 474068  40728 963332    0    0     0   116 6068  464  0 28 72  0  0
 0  0 265984 474068  40728 963336    0    0     0     0 5404  562  2 33 65  0  0
 0  0 265984 474068  40728 963340    0    0     0     0 5668  543  0 34 66  0  0
 0  0 265984 474060  40728 963340    0    0     0     0 5358  501  2 27 71  0  0
 0  0 265984 474068  40732 963344    0    0     0    28 5886  522  2 29 67  2  0
 0  0 265984 474068  40732 963348    0    0     0     8 5908  639  1 30 69  0  0
 0  0 265984 474068  40732 963352    0    0     0     0 4738  448  2 27 71  0  0
 0  0 265984 474060  40732 963356    0    0     0     0 6978  599  2 34 64  0  0
 0  0 265984 474060  40732 963360    0    0     0     0 6617  552  1 35 64  0  0
 0  0 265984 474068  40736 963364    0    0     0    24 7275  591  2 35 63  0  0
 0  0 265984 474068  40736 963368    0    0     0     0 5425  549  6 31 63  0  0
 0  0 265984 474068  40736 963372    0    0     0     0 6092  557  2 32 66  0  0
 0  0 265984 474068  40736 963372    0    0     0     0 4956  531  0 30 70  0  0
 0  0 265984 474068  40736 963376    0    0     0     0 5323  504  4 25 71  0  0
 0  0 265984 473816  40744 963380    0    0     0    16 6431  511  1 35 63  1  0
 0  0 265984 473816  40744 963384    0    0     0     0 5526  527  1 29 70  0  0
 0  0 265984 473816  40744 963388    0    0     0     0 5717  488  0 32 68  0  0
 0  0 265984 473816  40744 963392    0    0     0     0 5312  533  2 27 71  0  0
 0  0 265984 473816  40744 963400    0    0     0     0 6333  560  1 34 65  0  0
 0  0 265984 473816  40752 963404    0    0     0    16 5903  625  3 29 68  0  0
 0  0 265984 473784  40752 963408    0    0     0    16 5220  446  0 29 71  0  0
