procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2267764  52500 938100    0    0     0     0 4954  620  0  3 97  0  0
 1  0      0 2268940  52508 938100    0    0     0    24 5954  705  0  3 97  0  0
 0  0      0 2265724  52508 938104    0    0     0     0 6293  714  1  2 97  0  0
 0  0      0 2267148  52508 938104    0    0     0     0 6244  654  0  2 98  0  0
 0  0      0 2268740  52508 938108    0    0     0     8 6453  767  0  2 97  0  0
 1  0      0 2268460  52508 938112    0    0     0     0 6348  796  1  3 97  0  0
 0  0      0 2268840  52516 938116    0    0     0    24 6480  946  0  3 97  0  0
 0  0      0 2269656  52516 938116    0    0     0     0 5712  874  1  2 97  0  0
 1  0      0 2268028  52516 938116    0    0     0     0 5703  788  0  2 98  0  0
 1  0      0 2267020  52516 938120    0    0     0     0 6291  701  1  2 98  0  0
 0  0      0 2268860  52516 938124    0    0     0     0 6373  754  0  3 97  0  0
 1  0      0 2268528  52524 938124    0    0     0    16 6415  824  0  2 97  0  0
 1  0      0 2267668  52524 938128    0    0     0     0 5835  771  0  3 97  0  0
 0  0      0 2268020  52524 938136    0    0     0     0 5772  733  0  3 97  0  0
 0  0      0 2268540  52524 938140    0    0     0    40 5121  732  1  2 98  0  0
 1  0      0 2267204  52524 938140    0    0     0     0 5585  745  1  2 98  0  0
 0  0      0 2268428  52532 938144    0    0     0    16 6310  736  0  2 97  0  0
 0  0      0 2267316  52532 938148    0    0     0     0 6397  841  1  3 96  0  0
 0  0      0 2268596  52532 938148    0    0     0     0 6262  672  0  3 97  0  0
 0  0      0 2268596  52532 938152    0    0     0     0 6219  700  0  3 97  0  0
 0  0      0 2268008  52532 938152    0    0     0     0 4395  621  1  2 97  0  0
 0  0      0 2266972  52540 938148    0    0     0    16 6224  762  1  3 97  0  0
 0  0      0 2268284  52540 938160    0    0     0     0 6231  684  0  2 98  0  0
 1  0      0 2268172  52540 938160    0    0     0     0 6209  680  0  2 98  0  0
 0  0      0 2267960  52540 938164    0    0     0    88 6288  723  0  2 98  0  0
 0  0      0 2268360  52540 938168    0    0     0     0 6295  735  0  2 97  0  0
 0  0      0 2267300  52548 938160    0    0     0    28 5738  780  1  3 96  0  0
 0  0      0 2268300  52548 938176    0    0     0     0 6057  741  0  3 97  0  0
 1  0      0 2269652  52548 938176    0    0     0     0 3882  609  1  2 98  0  0
 0  0      0 2269756  52548 938176    0    0     0    76 4900  790  0  3 97  0  0
 0  0      0 2269440  52548 938180    0    0     0     0 3319  693  1  2 97  0  0
 1  0      0 2268536  52556 938180    0    0     0    16 4182  691  0  2 98  0  0
 0  0      0 2268804  52556 938180    0    0     0     0 4559  596  0  2 98  0  0
 1  0      0 2269700  52556 938192    0    0     0     0 5006  714  1  3 97  0  0
 1  0      0 2269732  52556 938196    0    0     0     0 2774  584  0  1 99  0  0
 0  0      0 2268480  52556 938196    0    0     0     0 5742  716  0  2 98  0  0
 0  0      0 2268688  52564 938192    0    0     0    16 6314  736  1  3 97  0  0
 0  0      0 2269480  52564 938204    0    0     0     0 5485  721  0  2 98  0  0
 0  0      0 2268508  52564 938204    0    0     0     0 4212  646  1  2 98  0  0
 0  0      0 2268676  52564 938208    0    0     0     0 4603  648  0  3 96  0  0
 1  0      0 2269780  52564 938208    0    0     0     4 4979  625  0  1 99  0  0
 0  0      0 2268976  52564 938212    0    0     0     0 5663  750  0  3 97  0  0
 1  0      0 2269328  52572 938216    0    0     0    16 5234  644  0  3 97  0  0
 1  0      0 2266760  52572 938216    0    0     0     0 4711  692  0  3 97  0  0
