comp 0,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,cluster
-0.5286477571232957,0.5164468369262724,-0.3334180034556694,-0.6852512715327587,-0.36355454584388025,-0.08495790062764058,-0.5076908676553463,0.7079250281738588,0.1386474130488007,-0.08994695318597791,-0.6348335500519601,0.10574117618874626,0.012376339083518291,0.09289095943778057,-0.007086763222174948,0
-0.5375187207193182,-1.3840471598375024,2.8538421786183834,-0.2984911558060746,0.08671923532051812,0.113961397232334,-1.608298634917396,-1.3961456953497304,1.2532890573513304,-0.769206641701325,-0.15477054411415536,0.11550650184681965,-0.15017483943910614,-0.03236184636131199,0.007725326419492674,1
-0.21306829275097453,0.402032998966119,-1.23995968051059,-0.006969300592941123,0.43917110773222945,0.000798675897591752,0.18959331518721984,-0.12772470346016013,0.1068503701720761,-0.24138993216767418,0.09461078061291694,-0.16292593567746813,0.5189706262880154,-0.0014422449633367499,-0.00208608983898368,2
1.3166802551005439,-1.0845209069899848,-0.6309278786741891,0.6459812866364766,-0.07012669556521504,-0.425408507720961,0.7693240455981745,0.3186143307993859,0.5433470991709943,0.33897334047643574,0.28944189486816063,-0.0894616200566848,-0.00046535792753316313,0.07186898122516482,0.009577255953090565,3
-1.9044653202775452,1.8867336873926746,1.432899759515972,-1.3873830557000677,-1.6253793904842435,-0.41207699522434565,-1.0376510039207134,1.2491621392764123,-0.12244357122559375,0.19686127072627382,2.7399303422165433,0.15493253205793808,-0.28798859956513106,-0.013786321955980748,-0.05165628515578389,4
-1.317861894240496,-1.028790236453303,1.1550846991960264,-0.2756550675791159,-0.184347580731441,0.04117833778425764,0.4328672176533051,0.9621342506561981,-0.5552585597500063,0.5784480840002582,0.2901080972837951,0.15571686515222077,-0.6612053507589511,0.07690602913284432,-0.007770908427311422,5
2.7788246681379416,2.325714007067088,-0.8883524950648795,-2.4783141693608384,-2.036891367758065,-1.097663597613937,-2.546268399760468,-0.35112402130812465,0.4247461432928065,0.5188885529276775,1.457257674378277,0.45536654332154974,0.08240401855184426,-0.2175648747546257,-0.054123855268927046,6
0.4271966231133784,11.499850400600772,8.650703539930612,-8.340915157753717,-1.3502010645325233,-6.15206280999603,9.438576335379947,-3.801667283414925,1.1748317942558588,0.04573350101039249,-1.0285634326451611,-0.7030535032655145,-0.1382704793163562,-3.240453829383319e-05,8.138900152870292e-05,7
-1.4877594152770433,1.1163853160387438,-0.5852106305031155,-0.13550939562352585,0.16914751352465454,0.1805910794042959,-0.18024222965138445,0.3485418455711312,0.25437855682872573,0.16006037620816377,-0.04148010573627655,0.10771188325188523,-0.31437119758142795,0.0857724235139341,-0.004332302054963648,8
-0.6330807045076009,0.3304011470849507,0.15267354827077692,-0.5978478738847767,0.05263454357208627,0.05321257442338848,-1.0906828224368705,-0.23085386695401947,0.8638211052783423,-0.8335036325420804,-0.7359965211896385,0.001503600238498544,0.23377995652926137,0.067628447837578,0.003161019587142926,9
5.278751796283371,-4.53908405642312,0.7169381104452935,-0.6508546858004526,-1.7740809573551006,-1.5479079785369831,0.6037457118210472,1.4842433720982926,0.12313279026353534,0.0377843864174095,-0.3269190583884916,-0.09136552777103148,0.3059163514222717,-0.055989622965236664,-0.0009840841574932225,10
2.327825925885712,-0.6298091826398747,1.9487439902767987,-1.7062813537747865,-1.9722770012044026,8.676673894220581,2.1943117002515087,0.9367540210076618,0.507025457723106,1.05359254505678,0.08721266488186599,-2.972804243094252,-0.5312277924701053,-0.12992905583934566,0.0172653214522735,11
11.129957010658385,3.133626216934054,2.781185723359606,-1.068088025074859,1.5253151531521771,8.819571669868868,5.279403126966797,1.4262582402262716,0.7196685745900461,-2.9999511628780464,0.7319760102360005,3.867002659201327,0.4362508780013797,0.014151417721709143,-0.00019160359461428748,12
5.885832576988999,-0.00557866177863986,-1.8804403205077909,-1.3403733834444262,-1.540393074651129,-1.533501207970471,-1.2305566535721149,-1.02230852296422,0.5486121156151079,0.3627515374414606,1.66460785953229,0.15338810652399384,-0.058207382690480106,0.35354269354516715,0.0022848313013619993,13
-1.173086840942091,-1.3264304789914991,2.436509888965012,0.19456269476047286,0.5226455997904351,0.36446257714233765,-0.8592608735597367,-1.2968984540601078,0.6271298936727029,-0.3443279067472428,-0.15930608346983224,0.14606878484883465,-0.5642128314548278,-0.010058401268958489,0.010839956513503422,14
8.229492836393952,4.007918560000217,0.6084622542490292,-4.257872481861892,-4.989456442849126,7.494730841119773,-2.6015035307644943,-1.511154245204578,0.5363117308337423,2.264098836575114,-0.582901432705338,-2.020963898441,0.008390768416405832,0.11189830354352034,-0.017024778673806196,15
2.604365038420457,4.225623493515919,0.3883743862864439,7.863058533710429,-2.9641711167010905,-0.9796716490490679,0.5669121940682869,1.0064533788479484,6.238350305553223,5.37703215644015,-0.8349263363276892,0.8413908756593828,0.07549931093712013,0.05225461493452678,0.018182071229637758,16
-0.8111656129623279,8.515321498221232,5.39029565324526,12.733567004910247,-6.29432299793316,-0.21527120652811374,1.0809873621899442,1.2566129946832518,-1.1312146431497045,-1.8681066933277877,0.29143560873395136,-0.5097403185125209,-0.16332612904045377,-0.03689640161006315,-0.05143854604113829,17
-0.5730056789708078,1.686250143736404,-1.358628253210515,0.42465649003511374,0.8864383102943972,0.5013686256729427,-0.2770887530745019,-1.6127020987845977,-0.8069943942858593,0.6078206880901794,-0.3099394957015493,0.2352805775524293,-0.3645538344693553,-0.06467369001408914,-0.005636078438887408,18
14.004668178443039,7.924005912309764,7.959924681915796,1.5227454451617002,12.877714349826029,-2.0167453308131096,-4.080612616720465,4.608339511510356,-0.8703719143049062,0.8664650246506633,0.06171116433623051,-1.1427334125005877,-0.10972645812706061,-0.005543956162699627,0.00010978442697683848,19
